No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date,AH Close,AH Change
160,REPH,"Recro Pharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,79.61M,-,-,-,1.07,-,-,-,-,-,-0.88,105.30%,40.00%,15.70%,-,-,-146.30%,-23.70%,23.64M,23.31M,1.10%,-8.50%,76.70%,-4.81%,3.65%,1.00,-23.40%,205.00%,22.80%,3.90,3.20,-,-,28.50%,-0.90%,-34.10%,8.25%,65.66%,52.56%,-30.51%,-81.77%,-82.11%,1.25,0.34,11.50%,13.16%,23.59%,49.21%,-22.54%,-24.94%,118.12%,-83.08%,118.12%,65.28,-0.91%,0.00%,1.00,855.38K,1.08,3.25,-0.91%,"914,184",Nov 09/b,-,3/7/2014,-,-
181,SRAX,"SRAX, Inc.",Communication Services,Advertising Agencies,USA,43.50M,-,-,-,8.36,2.23,6.04,-,-,-,-1.46,-257.70%,38.90%,-6.10%,15.00%,-6.90%,-516.60%,160.00%,14.48M,13.42M,16.26%,0.00%,4.20%,-4.75%,6.36%,10.87,-76.30%,-137.10%,-142.90%,0.70,0.70,0.18,0.42,61.80%,-,-,9.96%,-6.12%,5.75%,22.12%,101.46%,10.84%,2.03,0.19,6.68%,6.48%,3.39%,2.53%,12.12%,-18.13%,31.55%,-19.28%,110.08%,54.38,-2.87%,1.09%,2.00,78.57K,0.94,2.71,-1.81%,"73,393",Nov 16/b,-,10/12/2012,-,-
182,STCN,"Steel Connect, Inc.",Industrials,Integrated Freight & Logistics,USA,49.37M,-,-,-,0.07,1.05,0.47,0.75,-,-,-0.26,89.30%,-,19.50%,10.00%,6.90%,-233.50%,-24.60%,61.89M,54.76M,0.90%,0.00%,47.30%,-2.25%,0.06%,0.21,-2.00%,-32.40%,6.40%,1.00,0.90,7.77,7.89,21.90%,3.50%,-2.20%,-8.18%,18.79%,48.26%,26.25%,-52.75%,-44.66%,1.05,0.09,11.83%,11.22%,-10.29%,11.35%,20.79%,-24.04%,54.90%,-55.62%,96.52%,47.81,-2.47%,0.25%,-,156.62K,0.99,0.79,-2.23%,"152,901",-,-,1/25/1994,-,-
183,STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,USA,89.87M,8.29,78.75,6.91,0.60,3.35,3.38,74.89,-,0.00%,0.38,503.80%,118.20%,23.40%,1.20%,19.60%,-296.10%,79.20%,29.01M,19.69M,1.70%,-4.21%,29.50%,0.13%,0.48%,1.02,5.50%,38.60%,28.80%,1.40,1.30,2.33,2.35,75.00%,0.30%,7.70%,2.61%,2.27%,66.67%,81.03%,-8.43%,-13.46%,2.40,0.21,6.88%,6.59%,5.99%,18.82%,69.90%,-2.61%,70.52%,-28.21%,360.27%,63.00,-5.35%,12.70%,2.30,92.31K,2.56,3.36,6.67%,"233,667",Nov 05/a,3.17,10/17/2013,-,-
184,STRM,"Streamline Health Solutions, Inc.",Healthcare,Health Information Services,USA,53.53M,-,-,-,4.06,2.67,17.84,-,-,-,-0.19,129.80%,-11.80%,16.30%,15.00%,-5.60%,-122.60%,-25.70%,30.29M,24.59M,2.40%,0.00%,44.00%,0.80%,0.20%,0.70,-3.20%,-5.00%,-11.60%,0.90,0.90,0.04,0.13,51.30%,-53.30%,-7.00%,-0.61%,5.16%,8.67%,28.35%,26.85%,17.27%,0.79,0.09,3.85%,6.02%,-2.84%,3.48%,27.53%,-16.15%,23.85%,-16.15%,204.35%,48.88,-1.83%,0.61%,2.00,70.00K,0.42,1.61,-1.23%,"29,326",Dec 08/a,2.50,4/18/1996,-,-
185,STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,83.54M,-,-,-,-,1.03,1.02,-,-,-,-2.64,-255.00%,90.00%,-,-,-,-45.50%,-,17.42M,13.65M,0.10%,-31.66%,57.10%,-28.95%,8.80%,2.74,-42.20%,-46.30%,-,11.70,11.70,0.02,0.04,-,-,-,-0.81%,9.58%,13.63%,-84.04%,-72.74%,-75.00%,-,0.29,6.93%,6.74%,7.11%,18.87%,-68.70%,-1.80%,45.89%,-85.86%,45.89%,60.63,3.36%,0.41%,2.80,439.00K,0.67,5.11,3.78%,"291,817",-,4.50,9/13/2019,-,-
186,SVRA,Savara Inc.,Healthcare,Biotechnology,USA,70.31M,-,-,-,234.36,1.08,0.75,-,-,-,-1.34,-5.70%,37.50%,34.70%,-,-,38.30%,-,60.29M,45.22M,0.40%,0.00%,41.50%,-10.63%,1.59%,2.87,-56.20%,-77.40%,-,12.60,12.60,0.33,0.00,-,-,-,9.60%,16.10%,16.10%,-50.54%,-25.14%,-69.42%,1.21,0.12,9.08%,9.65%,2.26%,12.49%,-25.95%,-9.67%,36.15%,-75.27%,36.15%,55.91,-1.09%,0.00%,2.00,250.87K,1.22,1.36,-1.09%,"302,155",Nov 05/a,-,10/16/2000,-,-
187,SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,USA,81.53M,-,-,-,45.30,0.69,0.80,-,-,-,-1.64,16.40%,10.80%,23.60%,-,-,6.20%,-,36.30M,28.21M,0.10%,0.00%,39.90%,-8.62%,3.60%,0.92,-34.40%,-41.60%,-34.60%,16.40,16.40,0.00,0.00,-,-,-,0.00%,11.65%,19.17%,13.30%,0.88%,-10.85%,2.22,0.22,5.13%,11.97%,-0.80%,7.79%,7.91%,-42.48%,28.93%,-42.48%,70.00%,52.70,1.55%,-1.74%,1.60,1.10M,0.31,2.30,-0.22%,"343,240",Nov 05/b,-,10/1/2015,-,-
188,SYN,"Synthetic Biologics, Inc.",Healthcare,Biotechnology,USA,7.83M,-,-,-,-,-,1.31,-,-,-,-0.71,75.90%,44.60%,38.60%,-,-,55.70%,-,19.99M,19.86M,0.37%,0.00%,7.10%,-0.94%,1.63%,0.54,-109.60%,207.90%,-,2.20,2.20,-,-,-,-,-,-2.04%,-1.37%,-26.14%,-34.03%,-28.87%,-30.36%,2.27,0.03,7.89%,6.65%,0.62%,6.05%,-11.55%,-22.86%,29.62%,-51.04%,45.60%,52.90,-5.21%,9.75%,2.50,595.35K,5.88,0.37,4.02%,"3,463,892",Nov 10/a,-,4/5/1993,-,-
189,SYNC,"Synacor, Inc.",Technology,Software - Infrastructure,USA,62.24M,-,-,-,0.74,1.80,14.47,-,-,-,-0.31,-18.80%,83.90%,13.30%,25.00%,2.70%,-5.20%,-41.10%,39.50M,33.95M,3.00%,0.00%,45.60%,-0.36%,0.09%,0.40,-17.80%,-32.10%,-18.60%,0.90,0.90,0.04,0.07,49.00%,-13.30%,-14.50%,-3.87%,5.67%,9.56%,33.04%,-1.97%,-1.97%,0.65,0.08,4.65%,5.61%,2.72%,4.95%,18.32%,-8.59%,24.17%,-12.87%,88.54%,54.92,-0.67%,0.67%,2.30,80.36K,0.70,1.49,0.00%,"56,001",Nov 11/a,2.17,2/10/2012,-,-
190,SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,Auto Parts,USA,31.19M,14.79,-,1.85,0.37,1.93,3.76,-,-,0.00%,0.09,-10.80%,-,-24.50%,8.00%,-24.40%,323.00%,-0.40%,21.06M,10.83M,18.20%,0.00%,6.40%,-2.45%,0.82%,0.10,3.40%,15.40%,-12.20%,1.50,0.80,0.49,0.82,14.10%,-0.70%,2.40%,2.21%,-4.14%,43.65%,86.55%,72.67%,78.18%,1.61,0.11,5.83%,7.21%,2.27%,9.34%,46.95%,-17.71%,33.33%,-33.02%,167.41%,56.62,2.86%,0.72%,3.00,861.05K,0.34,1.44,3.60%,"287,525",Nov 12/b,-,5/18/1994,-,-
191,TAT,TransAtlantic Petroleum Ltd.,Energy,Oil & Gas E&P,USA,18.78M,-,-,-,0.47,-,-,-,-,-,-0.54,-,-,-,-,-,-,-41.10%,76.34M,34.27M,56.04%,0.00%,13.57%,-,9.93%,1.39,-,-,-,-,-,-,-,-,-,-,-1.48%,17.25%,-0.20%,-20.65%,-44.10%,-49.62%,-,0.02,5.83%,9.95%,-3.48%,0.12%,-2.97%,-29.69%,25.77%,-70.71%,105.00%,48.42,0.00%,0.00%,3.00,2.44M,0.40,0.25,0.00%,0,Nov 16/a,-,10/20/2003,-,-
192,TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,14.57M,-,-,-,-,1.82,1.68,-,-,-,-1.20,85.00%,40.20%,33.00%,-,-,45.80%,-,12.43M,10.56M,0.33%,-,32.20%,68.62%,0.32%,0.19,-147.20%,-222.70%,-,6.50,6.50,0.03,0.03,-,-,-,2.83%,7.92%,-33.54%,9.00%,-6.03%,-22.70%,2.31,0.09,5.54%,9.03%,2.71%,3.50%,3.57%,-21.68%,39.36%,-58.21%,348.00%,53.09,5.66%,-2.75%,-,181.00K,0.80,1.12,2.75%,"144,262",-,-,4/4/1994,-,-
193,TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada,67.32M,-,-,-,0.61,0.46,2.48,1.65,-,-,-1.14,-125.50%,167.60%,-19.10%,-13.14%,-13.10%,-300.80%,-46.00%,72.54M,66.31M,6.30%,0.00%,38.00%,-3.75%,0.22%,0.18,-33.90%,-50.80%,1.10%,1.30,1.00,0.05,0.20,45.40%,-63.30%,-75.00%,-7.37%,88.64%,114.63%,52.57%,-40.54%,-36.23%,2.88,0.08,8.13%,14.59%,22.48%,66.65%,78.42%,-10.15%,156.29%,-39.72%,213.63%,67.23,7.20%,0.00%,2.50,790.60K,0.24,0.94,7.20%,"187,541",-,-,3/12/1984,-,-
194,TGC,"Tengasco, Inc.",Energy,Oil & Gas E&P,USA,12.11M,-,-,-,3.56,2.71,4.84,-,-,-,-0.19,-198.40%,-,20.60%,-,-18.70%,-345.70%,-33.30%,10.68M,10.47M,1.80%,0.00%,3.40%,0.84%,0.85%,0.06,-25.40%,-37.60%,-7.60%,3.80,3.50,0.02,0.04,2.90%,-58.90%,-60.20%,-5.79%,5.56%,43.70%,100.00%,140.99%,132.61%,1.46,0.14,9.45%,13.11%,0.44%,12.66%,59.45%,-72.45%,50.14%,-72.45%,225.41%,52.12,4.44%,0.88%,-,1.40M,0.21,1.20,5.36%,"290,325",-,-,12/28/1998,-,-
195,TOMZ,"TOMI Environmental Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,68.92M,11.05,-,-,2.97,5.06,11.68,14.98,-,0.00%,0.36,29.50%,-,-60.80%,-,23.10%,460.90%,168.70%,16.74M,10.08M,0.10%,0.00%,-,-,0.58%,0.31,49.00%,78.10%,-35.30%,5.00,3.50,0.03,0.03,60.00%,30.10%,29.10%,-1.23%,-8.68%,-29.82%,-58.33%,448.85%,343.26%,-5.72,0.44,7.99%,9.65%,10.19%,-22.08%,-37.15%,-54.49%,26.27%,-72.36%,513.28%,50.28,17.75%,0.00%,-,186.14K,1.71,4.71,17.75%,"315,483",Nov 12/a,-,6/20/2008,-,-
196,TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,58.81M,-,-,-,36.75,0.71,7.44,29.40,-,-,-0.12,-,-,24.40%,30.00%,11.60%,-217.10%,50.00%,31.12M,29.22M,5.20%,14.50%,33.20%,2.54%,0.17%,0.89,-4.30%,-4.40%,-5.10%,-,-,0.00,0.00,-,-,-,3.25%,-1.53%,1.22%,7.82%,-9.39%,-10.23%,1.05,0.08,4.61%,4.18%,7.63%,12.58%,22.35%,1.43%,28.32%,-7.39%,104.82%,66.15,9.24%,1.04%,-,56.97K,31.06,2.13,10.37%,"1,752,142",Nov 18/a,-,3/16/1983,-,-
197,UONEK,"Urban One, Inc.",Communication Services,Broadcasting,USA,82.69M,-,-,-,0.22,0.32,0.81,1.23,-,-,-0.95,-99.30%,-,15.00%,-,-0.20%,-348.80%,-17.30%,44.18M,20.96M,58.70%,0.00%,17.10%,-9.50%,2.80%,0.31,-3.50%,-25.60%,7.20%,1.90,1.90,5.09,5.40,69.50%,1.40%,-11.50%,-8.46%,5.31%,37.84%,-56.73%,-37.98%,-37.37%,1.22,0.09,5.21%,7.76%,-8.13%,3.32%,-1.33%,-18.12%,32.61%,-82.16%,117.08%,47.16,2.52%,0.00%,-,1.86M,0.19,1.22,2.52%,"352,337",Nov 12/b,-,6/7/2000,-,-
198,USIO,"Usio, Inc.",Technology,Software - Infrastructure,USA,65.76M,-,-,-,2.18,2.79,5.77,21.21,-,-,-0.34,-26.80%,53.80%,-24.20%,-,16.10%,36.30%,14.10%,15.47M,15.39M,10.60%,41.61%,12.40%,-,0.10%,0.05,-7.70%,-50.80%,-68.00%,1.20,1.20,0.03,0.05,21.30%,-14.90%,-15.20%,40.20%,78.27%,76.58%,39.50%,56.30%,78.85%,1.59,0.21,12.90%,9.59%,55.06%,74.93%,60.38%,4.24%,106.29%,-20.70%,292.29%,83.42,3.51%,2.15%,1.80,282.49K,2.66,2.95,5.73%,"743,775",Nov 12/a,-,12/9/1999,-,-
199,USWS,"U.S. Well Services, Inc.",Energy,Oil & Gas Midstream,USA,32.17M,-,-,-,0.11,-,64.34,-,-,-,-4.10,-58.90%,54.80%,-,-,-,37.90%,-66.40%,66.67M,40.36M,15.37%,0.00%,53.90%,-1.10%,0.90%,0.19,-93.80%,-,-19.40%,0.90,0.80,-,-,24.00%,-,-,-17.63%,10.85%,59.70%,-19.26%,-67.94%,-77.78%,1.89,0.04,9.81%,11.38%,-0.95%,17.37%,10.90%,-15.81%,51.25%,-77.91%,92.74%,53.42,3.77%,2.38%,3.00,1.96M,0.27,0.45,6.24%,"522,435",Nov 05/a,-,5/5/2017,-,-
200,UTSI,UTStarcom Holdings Corp.,Technology,Communication Equipment,China,53.47M,-,-,-,1.31,0.59,1.62,-,-,-,-0.51,-182.90%,-,32.90%,22.00%,-12.70%,-,-44.50%,35.69M,10.96M,70.60%,0.00%,3.90%,6.89%,1.53%,0.21,-11.50%,-18.50%,-6.20%,2.70,2.50,0.00,0.00,36.20%,-32.00%,-44.30%,-2.05%,52.13%,34.91%,-17.34%,-51.19%,-51.53%,1.42,0.17,8.94%,13.30%,4.79%,21.40%,-12.31%,-46.85%,64.23%,-54.36%,64.23%,54.70,-1.46%,-4.20%,-,802.03K,0.35,1.35,-5.59%,"280,722",-,-,3/3/2000,-,-
201,VBLT,Vascular Biogenics Ltd.,Healthcare,Biotechnology,Israel,90.08M,-,-,-,112.60,2.44,2.45,-,-,-,-0.57,12.60%,1.90%,10.40%,-,-,10.90%,100.00%,47.90M,36.89M,22.99%,0.00%,23.80%,-5.21%,1.10%,1.75,-47.20%,-61.80%,-51.60%,5.20,5.20,0.05,0.07,72.40%,-,-,6.15%,59.45%,61.02%,52.00%,72.73%,58.33%,1.13,0.14,8.37%,9.41%,24.98%,47.34%,53.69%,-4.39%,93.64%,-4.39%,117.78%,81.60,4.26%,-1.05%,1.80,232.02K,0.91,1.96,3.16%,"208,615",Nov 16/b,-,10/1/2014,-,-
202,VCNX,"Vaccinex, Inc.",Healthcare,Biotechnology,USA,49.79M,-,-,-,82.99,-,-,-,-,-,-1.70,3.80%,9.30%,-,-,-,21.50%,50.00%,20.08M,18.27M,2.20%,224.24%,50.40%,19.51%,2.23%,0.42,-367.10%,113.00%,122.20%,1.30,1.30,-,-,99.70%,-,-,7.39%,11.22%,17.20%,-33.54%,-56.49%,-55.05%,-,0.15,6.47%,7.18%,8.26%,13.85%,-38.78%,-28.97%,39.02%,-81.36%,39.88%,58.77,3.17%,1.38%,2.00,969.46K,0.48,2.28,4.59%,"464,441",-,-,8/9/2018,-,-
203,VOC,VOC Energy Trust,Energy,Oil & Gas E&P,USA,42.51M,7.59,-,-,6.16,2.11,53.14,-,13.79%,126.20%,0.33,-2.10%,-,-17.80%,-,-17.10%,-100.00%,-,17.00M,17.00M,-,-,4.80%,-6.13%,0.08%,0.06,17.80%,17.80%,18.70%,-,-,0.00,0.00,-,-,80.60%,-0.76%,22.69%,85.41%,8.16%,-46.62%,-46.74%,1.85,0.16,9.96%,6.74%,3.99%,22.42%,30.76%,-15.99%,73.94%,-51.66%,96.03%,57.62,0.00%,0.16%,-,252.00K,0.29,2.47,0.16%,"72,009",-,-,5/5/2011,-,-
204,VOLT,"Volt Information Sciences, Inc.",Industrials,Staffing & Employment Services,USA,39.39M,-,9.11,-,0.05,0.93,-,10.94,-,-,-1.02,53.70%,119.60%,-34.70%,-,-10.20%,21.70%,-20.30%,21.59M,13.30M,3.80%,18.67%,26.40%,-15.49%,0.16%,0.15,-9.10%,-52.00%,-12.00%,2.10,2.10,1.46,1.46,15.70%,-2.00%,-2.50%,-7.98%,4.85%,25.36%,22.70%,-24.78%,-30.24%,2.44,0.14,5.24%,8.91%,-11.59%,4.67%,40.97%,-24.26%,40.16%,-44.89%,173.85%,46.37,4.09%,-1.16%,-,140.99K,0.38,1.78,2.89%,"53,227",Sep 10/a,-,11/1/1982,-,-
205,VTNR,"Vertex Energy, Inc.",Energy,Oil & Gas Refining & Marketing,USA,29.93M,-,-,-,0.22,3.03,1.92,13.01,-,-,-0.56,-23.00%,93.70%,-3.70%,20.00%,-8.80%,-0.90%,-1.10%,45.56M,31.69M,6.30%,0.00%,13.30%,-7.91%,2.49%,1.35,-20.40%,-140.30%,-6.80%,1.40,1.30,0.93,1.47,18.20%,-4.60%,-18.40%,2.38%,25.37%,48.04%,3.29%,-54.99%,-56.74%,2.50,0.07,7.50%,12.01%,-5.22%,18.98%,13.08%,-32.99%,67.29%,-65.64%,67.29%,54.67,-0.74%,1.32%,1.70,584.86K,1.08,0.67,0.57%,"626,190",-,-,10/21/1992,-,-
206,WEI,Weidai Ltd.,Technology,Software - Application,China,99.43M,-,-,-,0.27,0.37,-,-,-,-,-0.95,-54.50%,-,-,-,-,-779.00%,-12.30%,70.46M,35.38M,-,-,0.10%,-73.68%,1.42%,0.09,-,-,3.90%,1.60,1.60,0.00,0.09,53.80%,-,-,2.84%,-9.38%,55.91%,11.54%,-49.65%,-53.38%,-,0.16,5.90%,9.51%,-10.86%,-15.76%,2.05%,-74.13%,94.52%,-74.13%,94.52%,43.79,-10.69%,9.66%,4.00,5.59M,0.11,1.42,-2.07%,"611,146",-,2.16,11/15/2018,-,-
207,WTER,The Alkaline Water Company Inc.,Consumer Defensive,Beverages - Non-Alcoholic,USA,80.23M,-,-,-,1.76,13.12,20.06,-,-,-,-0.27,-27.70%,36.40%,35.90%,-,61.90%,7.70%,3.80%,67.89M,67.85M,7.70%,0.00%,7.50%,39.37%,4.98%,1.98,-90.40%,-340.10%,-161.60%,1.40,1.00,0.02,0.89,40.70%,-29.80%,-31.30%,-0.94%,-5.41%,-14.63%,-38.24%,-17.97%,-17.32%,2.60,0.07,4.25%,6.32%,-2.18%,-14.38%,-18.15%,-39.94%,5.39%,-58.65%,168.75%,44.24,3.37%,-0.95%,2.30,1.70M,2.27,1.08,2.38%,"3,836,611",Nov 16/a,-,5/28/2013,-,-
208,WTT,"Wireless Telecom Group, Inc.",Technology,Communication Equipment,USA,37.45M,-,-,-,0.87,1.15,17.02,62.42,-,-,-0.11,-,50.00%,-16.80%,-,3.90%,-61.70%,0.90%,21.70M,19.74M,0.20%,0.00%,33.50%,-0.42%,0.02%,0.07,-4.70%,-7.50%,-0.30%,1.90,1.10,0.30,0.31,49.70%,-5.30%,-5.50%,-17.35%,5.88%,14.89%,50.00%,17.39%,13.29%,0.85,0.14,8.77%,8.39%,-2.92%,10.20%,42.30%,-32.95%,30.07%,-32.95%,143.65%,50.51,6.78%,0.00%,2.00,60.92K,1.58,1.73,6.78%,"95,165",Nov 13/b,-,10/21/1991,-,-
209,XPL,Solitario Zinc Corp.,Basic Materials,Other Industrial Metals & Mining,USA,31.49M,-,-,-,-,1.38,3.66,-,-,-,-0.01,8.20%,-,-3.80%,-,15.30%,96.40%,-,58.11M,48.60M,16.37%,0.00%,6.60%,13.67%,0.12%,0.05,-3.20%,-3.20%,-,34.80,34.80,0.00,0.00,-,-,-,5.51%,24.30%,34.61%,83.99%,102.39%,88.84%,1.70,0.04,7.99%,8.70%,19.23%,30.85%,68.33%,1.68%,57.83%,-31.82%,354.47%,69.76,3.45%,2.33%,-,1.16M,0.50,0.60,5.86%,"571,515",-,-,10/21/2003,-,-
210,ZCMD,Zhongchao Inc.,Healthcare,Health Information Services,China,50.95M,9.41,-,-,3.42,-,6.53,509.52,-,0.00%,0.19,28.80%,-,-,-,-,-15.70%,21.10%,28.95M,12.19M,37.24%,0.00%,0.10%,93.65%,0.23%,0.09,-,-,21.10%,6.20,6.20,0.00,0.00,68.70%,24.60%,27.20%,2.33%,-4.35%,0.57%,-20.00%,-,-56.00%,-,0.16,13.04%,6.69%,1.03%,0.03%,-12.32%,-38.72%,10.01%,-65.22%,14.85%,50.69,4.35%,-0.57%,-,323.33K,0.70,1.83,3.76%,"223,871",-,-,2/24/2020,-,-
211,ZSAN,Zosano Pharma Corporation,Healthcare,Biotechnology,USA,59.17M,-,-,-,-,0.82,-,-,-,-,-0.97,38.70%,27.80%,47.10%,-,-,79.80%,-,102.07M,101.94M,0.40%,0.00%,15.60%,63.80%,6.76%,1.34,-61.90%,-127.80%,-,3.40,3.40,0.13,0.21,-,-,-,-8.34%,-0.78%,-64.78%,-31.37%,-58.53%,-61.53%,3.85,0.05,6.62%,8.27%,0.80%,16.04%,-29.54%,-11.46%,89.25%,-68.38%,89.25%,53.57,-0.83%,6.89%,1.70,5.15M,1.13,0.62,6.00%,"5,768,472",-,-,1/27/2015,-,-
